question_id,title,content,asker_name,asker_email,category,difficulty,likes,is_resolved,created_at
102,Temporibus eveniet delectus eos minus tempore magni provident.?,"Assumenda nulla nostrum magnam neque maiores dolor. Nulla mollitia repellat illum aliquam error. Aut laboriosam consectetur inventore eum sit.
Molestias quo occaecati corporis iusto sed. Id laboriosam praesentium eligendi. Voluptatem unde neque dolor dicta neque.
Laudantium inventore maiores recusandae consectetur maxime impedit. Earum commodi rerum ad rerum.
Eum consequatur ipsa esse nostrum tempora qui. Numquam soluta maiores ipsam esse dolorem corporis. Excepturi ea molestiae assumenda ipsa.",이아름,hyejini@example.net,생활,초급,31,True,2025-01-21 20:43:53.634995
103,Atque beatae perspiciatis explicabo inventore commodi deserunt eveniet commodi recusandae.?,"Id nesciunt omnis blanditiis perspiciatis. Accusantium rerum tempore id nisi quasi. Laudantium veniam mollitia odio accusantium in.
Minima iste libero. Possimus officia quos enim at tempora tenetur ipsum.
Eos fugiat at eos provident amet. Molestias in expedita possimus perspiciatis ex corporis. Laboriosam velit iusto rerum recusandae in. Voluptatem ab tenetur enim id iusto.",김서연,eomsugja@example.com,건강,고급,14,True,2024-08-07 21:34:57.968192
104,Veniam occaecati aliquid animi ipsam.?,"Illo at pariatur reprehenderit corrupti laudantium exercitationem. Ut reprehenderit laudantium voluptatem sint. Quis ipsam veniam quis repellat.
Soluta fuga alias voluptatem velit aliquam necessitatibus.
Laborum iste quae culpa quibusdam eaque. Dolores explicabo quod vel. Sunt ratione ad ullam harum culpa in.
Pariatur necessitatibus dolorem nemo sunt. Et iusto repellendus eius. Commodi quo animi perferendis nemo.",하정순,ii@example.com,건강,중급,12,True,2025-04-06 11:49:18.113135
105,Ad tenetur beatae hic officiis dicta suscipit deserunt.?,"Perferendis molestias blanditiis velit magni. Delectus beatae distinctio suscipit magnam deleniti quos.
Enim nihil beatae dolorem.
Possimus expedita quasi nesciunt necessitatibus facilis.
Architecto assumenda repellat rem. Quia libero ducimus dolorem labore blanditiis nulla. Molestiae similique iste minus tenetur id.
Illum dolorem excepturi itaque officia assumenda excepturi. Mollitia quaerat possimus sequi illum quidem incidunt. Pariatur maxime ducimus.",정정남,subin49@example.com,건강,초급,61,False,2024-09-25 14:27:50.908536
106,Possimus corporis perferendis aperiam ipsa consequuntur quo fugiat.?,"Nobis nulla error nobis quis inventore. Ab tempore reprehenderit facere dolor temporibus. Rerum fuga totam autem reiciendis.
Iste eveniet velit placeat. Aperiam totam placeat deleniti modi pariatur quibusdam tempore. Optio vero voluptatem maiores nesciunt repellendus nesciunt sit.
Assumenda possimus eos suscipit atque ipsa magnam. Laudantium sunt ea ipsum sint vel unde. Quo doloremque ad illum magni dolores perferendis.",김지연,yunareum@example.com,취업,중급,51,False,2024-12-18 03:21:06.689190
107,Doloribus quidem recusandae neque.?,"Dicta porro sequi nam ullam facilis ullam. Quas corporis facilis sunt repudiandae inventore vel. Maxime eum consequatur quam. Laudantium a distinctio perferendis quidem.
Temporibus dicta necessitatibus in veniam illo vero. Ea velit quae voluptatum fugit unde maiores dolore.
Sunt dolorem rem consectetur nostrum. Nulla aut repellendus ab provident hic tempora sint.
Sequi corporis nemo illo repellendus. Quos et harum neque.
Adipisci iusto minus saepe. Placeat fuga ipsam culpa excepturi.",서영일,byeongceolhan@example.com,취업,중급,65,False,2024-06-17 12:42:28.042397
108,Illum quasi quisquam similique at.?,"Asperiores consequatur corporis voluptatibus harum repudiandae quas ea. Sequi magni quidem natus numquam.
Totam libero nostrum.
Error necessitatibus fuga numquam ipsum. Qui mollitia labore assumenda tempore magni dolorum praesentium. Natus ea praesentium laboriosam exercitationem. Dolore nihil id illo autem.
Impedit repudiandae rem earum reprehenderit illum ea. Assumenda eius aut unde ipsa nesciunt. Sequi ab inventore iste nihil quidem praesentium quaerat.",김정훈,gangyejun@example.com,기타,고급,71,True,2024-09-24 21:18:54.045151
109,Molestias nostrum deleniti dolor culpa nihil dolore sit deserunt.?,"Doloribus cupiditate optio harum praesentium natus quam distinctio. Iusto ea velit occaecati earum laborum.
Praesentium id ratione ipsam veritatis error. Quibusdam eligendi quibusdam dolores sint earum impedit. Sint atque culpa maiores quia reiciendis voluptas asperiores.
Veniam exercitationem laudantium quis architecto ratione minus. Aliquam laboriosam eligendi molestiae eius. Doloribus ab similique voluptate.",문은지,jieun64@example.org,학습,중급,27,True,2024-11-24 08:37:00.261376
110,Nemo magni molestias accusantium.?,"Illo sint consequatur nemo magnam dolorem. Dolorem molestias tenetur porro voluptatibus eligendi. Nesciunt tempore quis commodi ullam.
Animi ipsa recusandae exercitationem cupiditate veritatis odio.
Rem nemo natus impedit. Eius aspernatur iste delectus ipsam beatae officia. Ab eaque occaecati nemo quisquam.
Commodi autem mollitia modi vitae.
Excepturi minima commodi aspernatur.
Reprehenderit laborum vitae architecto ut ab. Ad magni magnam itaque accusantium maxime optio.",윤정자,jihuhan@example.org,학습,고급,37,False,2024-11-30 19:04:39.856029
111,Esse aliquam quod porro nisi nihil deserunt.?,"Repellat minus architecto rem. Animi nostrum quae architecto dolorum consequatur fugiat.
Iusto saepe minima non. Nemo sint harum ab perferendis molestiae iste aliquam.
Incidunt ipsam itaque nesciunt pariatur. Totam cumque sint.
Nobis quia iure sapiente non. Ea aspernatur possimus hic est aut esse. Quae beatae voluptates iure accusantium.
Vel necessitatibus non impedit. Non expedita perspiciatis doloremque alias nisi temporibus. Inventore magni autem numquam non.
Odit facere tempora assumenda.",류미정,nbaeg@example.org,취업,초급,5,False,2025-03-17 02:41:57.960286
112,Enim autem ex eius ex voluptatibus tenetur voluptates eaque explicabo.?,"Laudantium voluptatem numquam neque nobis. Atque at ipsa voluptatibus officiis.
Cumque non dolorum minus expedita blanditiis officiis. Eius natus cupiditate laboriosam dolorem numquam.
Nulla quibusdam earum sit.
Perferendis accusamus ipsa iste dolores ad. Labore nulla voluptates dolorem optio beatae molestias. A ullam labore eveniet. Nobis id nulla placeat.
Fugiat in eius rem. Voluptatum quisquam aspernatur pariatur ipsa dolorem recusandae perspiciatis. Non eos quibusdam consequuntur.",이주원,eunjeong23@example.org,생활,고급,41,True,2024-12-01 08:06:58.019032
113,Nemo quod illum beatae minima qui dolor aut ratione quasi.?,"Quas adipisci doloribus sint ducimus. Iste rem reprehenderit vero.
Qui molestias ut praesentium. Nobis fugiat perferendis. Labore itaque labore quis numquam eligendi expedita.
Officia quo saepe omnis saepe at sunt. Ab corporis ea quasi provident amet perferendis ipsum.
Eligendi non deleniti reiciendis at. Assumenda qui voluptatem excepturi maxime porro. Accusantium earum mollitia occaecati minus.",최서영,gimhyeonu@example.net,취업,중급,70,True,2025-04-26 23:09:21.688647
114,Exercitationem aliquam molestias corporis voluptate officia.?,"Consequatur doloremque recusandae quos nisi debitis.
Exercitationem assumenda cupiditate iusto fugit tempora iusto. Tenetur quaerat atque non doloribus sapiente laudantium facere.
Alias explicabo soluta tempora beatae. Illum quaerat quae quidem.
Voluptates itaque ea asperiores optio magni consectetur ducimus. Sunt iure laboriosam vitae. Asperiores asperiores nisi.
Nam perspiciatis nam neque unde. Odit facere totam quaerat non nulla.",최재호,gimjeonghun@example.net,기타,고급,86,True,2024-12-28 08:46:47.430314
115,Deserunt quisquam nemo error mollitia.?,"Facere animi ad aliquid eum dicta earum sint. Blanditiis deserunt dolore adipisci reiciendis distinctio. Dolor nostrum blanditiis debitis.
Error in doloremque ea optio veritatis. Officiis suscipit quos asperiores modi illum.
Omnis minus harum vel occaecati. Voluptatum odio fuga repellendus velit aspernatur sapiente.
Quo provident dignissimos laudantium id enim. Quas iure numquam ipsa possimus id dolor eius.",양민재,yeongmiyun@example.com,학습,고급,16,True,2025-05-27 22:00:37.141789
116,Iure qui placeat illum quibusdam eligendi nesciunt laudantium.?,"Ut officia quis tempora minus saepe corrupti. Nam nihil alias qui natus in.
Repudiandae autem ipsum accusantium excepturi et impedit.
Accusamus autem amet placeat sequi voluptas. Consequatur occaecati mollitia laboriosam illum animi nulla perspiciatis. Quasi sequi provident quos odit. Ad animi atque architecto sint aut harum rem.
Commodi id nemo distinctio ut doloremque.
Cum fugiat qui. Sed aut cumque dolores minima placeat.",이민재,yangyunseo@example.org,건강,중급,78,True,2025-05-26 03:47:45.709334
117,Eveniet quia id ex facilis quae sapiente ab fugiat facere distinctio.?,"Aliquid omnis maxime itaque. Exercitationem quam voluptatem quisquam quidem unde.
Consequuntur natus commodi vero aut vero asperiores. Et eveniet facilis repellendus expedita. Odio accusamus voluptatibus placeat.
Magnam sed molestiae dolor voluptatem labore. Earum nihil atque maxime unde.
Occaecati distinctio sapiente possimus. Quia explicabo ab magnam odio voluptatibus. Voluptatibus dolor atque doloribus a quisquam ex.
Assumenda enim quisquam iste numquam.
Dolore atque at similique quod minus.",김지영,usunja@example.org,학습,중급,98,False,2024-12-14 02:58:46.691527
118,Rerum numquam iusto magni commodi a.?,"Sequi vel eligendi quibusdam ducimus et aspernatur. Itaque praesentium tempora nulla at ipsa harum.
Sed perspiciatis perferendis iste dolorem cumque iste tempora.
Odit nemo eius nam.
Aperiam ea voluptatem voluptates mollitia vel. Eligendi odio ea quod unde minus.
Id adipisci totam praesentium vero architecto nobis ipsum. Quis dolorum tempore aspernatur error iure. Reiciendis repudiandae incidunt vero quidem odio.",한지민,ocoe@example.net,기술,초급,48,False,2025-01-17 06:56:38.740000
119,Aspernatur architecto aliquid sunt nobis nobis fuga nobis ipsa.?,"Consequuntur minus sint ducimus eligendi ad sunt. Maiores ad officia tenetur expedita provident.
Quaerat officiis necessitatibus laudantium suscipit. Rerum repudiandae iste dolor quam tenetur eaque. Nostrum veniam eaque reiciendis.
Sequi sunt ullam. Impedit sint dignissimos temporibus nisi inventore. Rem architecto temporibus dicta quo dicta quos. Reprehenderit occaecati et dolore doloribus quasi.",김민재,hyeonjugim@example.com,건강,초급,51,False,2024-07-27 13:28:11.843857
120,Quas in consequuntur id voluptatem eveniet sint ullam ea quisquam.?,"Officia dolores ipsam iure voluptatibus magnam labore. Quasi asperiores nulla ipsa aliquam quia ipsa. Itaque est cupiditate hic libero.
Nam impedit libero doloribus debitis sint dicta. Minima consequatur corrupti.
Suscipit quibusdam fugiat. Adipisci aliquid expedita ea ipsa reiciendis cupiditate.
Nulla molestias quam accusamus aut. Itaque ipsam quam reprehenderit in officia nihil natus.",유혜진,jangseongsu@example.net,취업,중급,69,True,2024-10-13 17:10:25.973912
121,Veniam adipisci exercitationem accusantium blanditiis deserunt consequuntur adipisci consectetur.?,"Esse provident eligendi odit et cupiditate.
Veritatis corrupti sunt consectetur tenetur. Perspiciatis sunt tempore et. Laborum dignissimos velit eum aliquam provident dignissimos dicta.
Delectus in accusantium voluptas repellendus illum. Perspiciatis molestiae delectus aut.
Est nemo modi deserunt voluptates. Quidem sit nemo voluptatibus voluptatem. Debitis molestias sit natus.",김수빈,jungsu90@example.org,취업,고급,12,True,2025-04-14 06:03:08.789841
122,Placeat dolorem reprehenderit debitis minus.?,"Delectus similique eos unde. Illo fugiat maxime veniam ducimus nostrum voluptatibus.
Vero iure occaecati repellat. Qui sequi mollitia quisquam facilis temporibus placeat saepe.
Error aliquam ut nesciunt in. Sed repellat repudiandae ex tempore. Corporis odit perspiciatis voluptatibus eos exercitationem.
Explicabo nesciunt voluptate omnis nam. Nesciunt aspernatur sed sit cumque natus perferendis.
Tempore quo unde quia. Eveniet minus fugiat asperiores. Eligendi quo vel quis reiciendis laudantium.",박미영,seongho35@example.net,기타,중급,16,True,2025-05-22 21:34:22.772050
123,Assumenda doloribus assumenda nisi explicabo veritatis alias iste.?,"Eaque reprehenderit adipisci eveniet dolore. Sint quos inventore sequi consequatur odio dicta blanditiis. Dicta debitis voluptatem laboriosam.
Ab explicabo commodi recusandae nam ut eius. Iste hic modi iste quidem. Quam ex repudiandae earum.
Quae nobis harum ab ipsa quae exercitationem rerum. Aspernatur nobis sunt minus.
Recusandae quidem facere quas praesentium alias. Magni cupiditate dolores harum. Aut qui a perspiciatis recusandae libero vero.",박서준,yeonggil04@example.com,기타,고급,99,False,2024-10-09 09:09:18.467782
124,Tempore quod nostrum libero ducimus rerum incidunt.?,"Dolore repellat dolor facere occaecati. Laboriosam ipsum similique.
Dolore praesentium corporis cumque consequatur vitae. Accusantium voluptatem odio autem ea perspiciatis. Deserunt ipsa repudiandae.
Adipisci saepe in repudiandae cum nihil quam. Voluptas cumque optio.
Ad deleniti ad veniam nisi ad facere sint. Porro officiis nobis sit consectetur eligendi.
Voluptatum dolore dolore laboriosam. Delectus explicabo debitis suscipit.",나아름,dohyeon18@example.com,취업,중급,93,True,2025-04-27 02:33:24.262391
125,Ipsum quia dignissimos numquam numquam ad.?,"Corporis laborum perspiciatis. Quos iusto deleniti est animi omnis. Doloremque quaerat dolor facilis soluta laudantium culpa. Eius voluptatem animi nisi sequi.
Debitis et earum maxime iusto. Pariatur ea dicta explicabo ratione tempore. Quis a odit et iusto quos.
Repudiandae in alias possimus debitis velit ex. Corporis inventore ullam dicta quam.
Tenetur illum soluta autem minima porro. Nostrum aliquid rerum repellendus.",최영환,po@example.com,기술,중급,93,False,2024-08-24 03:27:29.446666
126,Fugiat veniam nesciunt error voluptatibus cum dolore laudantium architecto corrupti minima.?,"Accusantium sapiente vero distinctio explicabo. Quam rerum ullam vitae.
Repudiandae a labore velit molestias iusto. Porro nam eum laboriosam. Commodi vel voluptatem aut. Repellat voluptate amet ab accusantium vero.
Cum quia doloremque laboriosam vitae commodi. Dicta laborum vitae veniam quidem quas.
Nisi impedit praesentium pariatur id molestiae itaque. Repudiandae quos aut id. Iure id recusandae.",고현우,zgim@example.com,생활,초급,38,False,2024-11-23 09:23:03.979069
127,Eius eligendi natus nemo at.?,"Molestias deserunt earum rem iure quo. Totam fugiat aspernatur laboriosam.
Modi rem porro. Illo sint dolorum harum. Natus aliquam quidem placeat.
Error recusandae aliquid. Magni accusamus vero itaque corrupti.
Dolor tempora animi. Doloribus enim modi labore beatae dolorem. Similique minus ut quas nostrum aut numquam.
Quasi cumque repellendus. Provident fuga officiis laborum possimus reprehenderit. Unde itaque quidem ducimus. Eius repudiandae quis reprehenderit porro.",양정웅,eunseo95@example.net,학습,초급,3,False,2024-06-03 13:59:53.607293
128,Possimus quaerat sunt perferendis voluptatem quidem doloremque.?,"Similique quaerat accusamus impedit ducimus. Tenetur ea repudiandae corporis quam quod. Consectetur est ipsam deserunt voluptates commodi beatae maiores.
Cumque itaque rerum hic. Culpa delectus qui impedit eum.
In corrupti quasi tenetur molestiae vero. Eius placeat consequuntur magni a. Maxime corrupti ea architecto.
Cumque officia illum. Cum quam modi.
Voluptatem ducimus at deleniti tempora. Quia rerum vel id.",김혜진,gwangsuyu@example.net,기술,초급,8,True,2024-12-28 22:41:50.469867
129,Assumenda asperiores eum sit corrupti labore.?,"Error reiciendis officiis sapiente. Recusandae maxime dignissimos exercitationem repellendus ipsam.
Repellendus consectetur officiis fugiat nobis.
Harum debitis eaque natus iure recusandae eius. Odit nostrum soluta delectus ratione minus molestias fugit. Odio est eos quasi laboriosam.
Sequi aut repellendus soluta. Ipsum corporis perspiciatis iusto maiores quisquam ab. Deleniti ab laborum voluptates laudantium fugit. Molestias a sapiente.
Eveniet veniam aut expedita accusantium.",이지은,coeseongsu@example.org,기술,초급,18,True,2024-11-25 03:38:42.030491
130,Vitae voluptatum maiores tempore deserunt itaque omnis consequuntur omnis.?,"Reprehenderit id dignissimos dolores voluptates ea. Pariatur blanditiis consequatur odio eveniet voluptates.
Occaecati omnis tempore saepe. Fugiat tenetur cumque ducimus deleniti. Quos rem quia accusamus officiis soluta nesciunt.
Ad nam rem error repellat unde. Ipsam id quae incidunt magnam. Omnis quas voluptates laboriosam voluptas. Eos ad impedit ut iusto vero qui.",이상호,xi@example.org,건강,중급,11,True,2025-02-17 18:33:12.611556
131,Officiis quas delectus eos veritatis iusto.?,"Repellat illo iste iste natus facere quae. Possimus quos non delectus.
Dolorem impedit harum a corporis dignissimos. Odio porro nihil officia doloribus excepturi.
Qui ab eius in aperiam velit sint. Natus voluptas quidem blanditiis atque.
Commodi eius facilis tenetur porro.
Animi corporis dolor nemo sequi. Excepturi est quaerat nulla magni voluptatum.
Atque est reprehenderit quibusdam soluta. Praesentium nostrum error itaque fugiat. Mollitia sequi minima minima saepe.",황혜진,ni@example.org,생활,고급,95,True,2024-11-28 11:52:52.897738
132,Consectetur beatae voluptatum ex.?,"Animi corporis eius pariatur amet. Laborum provident qui odio ipsam placeat consequuntur. Doloremque porro nobis dignissimos hic in provident.
Sequi necessitatibus rem. Quaerat repudiandae eveniet vitae exercitationem. Aspernatur ipsam assumenda temporibus atque recusandae assumenda.
Totam quidem officiis odit hic porro. Dolore laboriosam laborum maxime distinctio eum delectus.
Quam facere nostrum mollitia. Voluptatibus quod in in nam aspernatur.",박명자,hayeji@example.com,기타,고급,5,True,2024-11-20 01:36:13.031039
133,Dolorem aperiam provident culpa nihil.?,"Odio eligendi odio minima aspernatur rerum nulla. Impedit commodi iste numquam tempora.
Voluptate distinctio temporibus veritatis magnam dolor. Placeat quod ullam at voluptatibus quibusdam.
Cupiditate aperiam eligendi saepe. Earum blanditiis blanditiis magnam illo quos recusandae. Rem minima temporibus vel explicabo dolor quaerat labore.
Deleniti sint beatae cupiditate. In dolorum facilis maiores. Fugiat reiciendis hic et. Alias et eveniet ea ipsa eaque quos.",김현주,wgim@example.net,생활,중급,71,False,2025-03-11 09:41:28.509782
134,Totam vel culpa necessitatibus nulla officiis nulla.?,"Molestiae ad culpa voluptas vel fuga. Ullam eos ipsa dolore porro libero sint.
Sunt nostrum voluptatibus quae accusantium. Tempore illum ut quisquam quidem excepturi.
Praesentium voluptatum a ullam laboriosam.
Natus nisi numquam quam.
Praesentium illo eum hic iure incidunt maxime delectus. Autem officia magnam dignissimos dolor cum possimus vero.
Rem at odio est tempore ipsam cupiditate perspiciatis. Officiis corporis architecto nobis expedita quisquam inventore.",홍옥순,ucoe@example.org,취업,초급,46,True,2024-11-26 16:59:28.082720
135,Ipsum eum ad harum doloremque dicta.?,"Non provident cumque provident blanditiis reprehenderit. Illum veritatis magni iure quaerat tempora. Laboriosam eum laboriosam ipsam laudantium animi quae.
Consectetur facere nam doloribus pariatur.
Praesentium fuga laudantium magnam cum quisquam. A excepturi accusamus sint eaque. Ipsa quam similique ex.
Quod assumenda harum ipsum aperiam earum accusamus. Fugiat deserunt eveniet et impedit nihil minus.
Nulla corporis quam expedita modi. Facere cupiditate nisi doloribus architecto provident.",최민재,ogjai@example.org,건강,중급,73,True,2024-12-13 00:15:52.767038
136,Maxime corporis voluptatibus eligendi fugiat incidunt exercitationem.?,"Beatae animi in esse aut voluptatibus vitae aspernatur. Consequatur eveniet repellendus nesciunt sit dolorem eaque suscipit. Incidunt quod quisquam numquam facere aliquam libero.
Dolores esse similique dignissimos harum quia occaecati. Aliquid dolorem illum quos tenetur earum eos commodi. Cumque fugiat explicabo.
Labore error nobis nesciunt porro. Nam dolor dolores explicabo.
Molestiae explicabo ut provident temporibus.",송상현,jinu52@example.com,학습,고급,0,False,2024-07-23 02:56:32.608963
137,Minima molestiae cum enim sed iure ut asperiores adipisci.?,"Omnis incidunt eaque excepturi quas quas ipsum quam. Velit veniam perferendis nesciunt magni odio sit.
Eum temporibus repellendus aliquid. Quod quidem voluptates quaerat. Nemo praesentium cumque sapiente dignissimos.
Ducimus necessitatibus fugiat delectus exercitationem eligendi. Nemo delectus dicta error. Eligendi at excepturi ea.
Deserunt provident perspiciatis quasi minus iusto.
At repellendus repellendus voluptates asperiores commodi pariatur.",김시우,yeongho67@example.org,기술,고급,24,False,2025-04-25 02:17:50.907452
138,Animi voluptatum dolore laborum repudiandae fugit iure nostrum neque architecto.?,"Corporis necessitatibus consequatur veniam explicabo veniam. Excepturi in error magnam temporibus aspernatur quos. Culpa sed quae ea facilis.
Rerum minus commodi delectus omnis commodi optio. Facere laboriosam consectetur esse esse maxime sequi. Amet commodi sint molestias sint eum.
Modi corrupti a amet. Modi nobis animi fugit eveniet non facere totam. Reiciendis veritatis ad voluptatum harum animi.",박예준,seoyun70@example.net,기타,중급,75,True,2024-08-04 00:37:46.468411
139,Laborum incidunt atque laboriosam voluptatum dolores pariatur.?,"Itaque necessitatibus dolorem aliquam non quam. Ipsa laboriosam nam enim.
Repudiandae quas quas. Similique dolor commodi ut dolores quaerat officiis.
Consequatur rem quis eos illum cum excepturi. Quos placeat iste eum maiores reiciendis amet.
Cumque cupiditate magni. Nesciunt molestiae facilis quaerat provident quae. Voluptatem rerum eius reiciendis.
Quia accusamus dicta cupiditate nesciunt alias aspernatur. Dolore repellat illum cum illum consequatur doloremque dignissimos.",박지우,hanhyejin@example.org,학습,중급,76,False,2024-08-16 01:28:13.416370
140,Adipisci asperiores veritatis labore deleniti omnis accusantium quas suscipit.?,"Rem dignissimos doloribus reiciendis ea. Quia iure ex facere unde accusamus quasi. Ipsa quam rerum numquam nobis voluptatum quia magni. Labore veritatis iure consequuntur.
Autem autem dolor minus aspernatur. Alias dolorem quam assumenda voluptate consequatur. Commodi libero dolores ea aperiam.
Perspiciatis rem atque ipsam. Accusamus doloribus similique ut tenetur quis repellat.",심민지,seongjin28@example.net,생활,초급,100,True,2024-12-03 17:45:14.696692
141,Ipsum sint odio dignissimos voluptate assumenda inventore nihil vero.?,"Aperiam impedit enim debitis sed. Unde minus dolores vitae vitae. Nostrum deleniti eius odit fugit labore perferendis nulla.
Inventore minima repudiandae earum. Necessitatibus saepe accusamus reiciendis. Est perferendis facere aspernatur fugiat at tempore.
Expedita blanditiis iusto voluptates iste deserunt. Possimus neque provident minima possimus corporis. Iure nostrum perferendis voluptate vel impedit. Debitis voluptas perspiciatis neque repudiandae cum.",한영진,jinhoseo@example.org,건강,중급,64,True,2024-07-25 15:18:24.133854
142,Doloremque repudiandae quam sit alias quae natus delectus tempore.?,"Iure modi inventore aperiam odio.
Voluptate rerum totam delectus quasi ipsam blanditiis modi.
Ut culpa reiciendis aspernatur eveniet iure ad beatae. Quis sed delectus cupiditate.
Qui optio aut quibusdam reprehenderit. Dolorum commodi id modi iure tempora. Quisquam adipisci voluptate facilis. Officia est at minus.
Hic fuga odit perspiciatis quas quos assumenda. Voluptatum commodi quae odit.
Quod quasi quaerat sit delectus. Modi suscipit modi tenetur.",성영자,cyang@example.org,생활,초급,88,True,2024-07-09 10:06:30.788215
143,Soluta magnam sed commodi omnis corporis natus.?,"Ipsa quo vitae delectus ducimus. Omnis itaque maxime ex hic error.
Quasi inventore ducimus nesciunt quo. Eaque recusandae quaerat dolorum.
Quisquam error et voluptatem quasi modi unde. Beatae voluptatem rem dicta ipsa velit odit. Beatae recusandae quo reprehenderit occaecati dignissimos accusamus.
Tempore earum recusandae dicta. Rem adipisci rem atque blanditiis possimus debitis.
Cum nemo quia enim repellat nemo repellendus magnam. Nesciunt mollitia illo eaque voluptate.",김영자,gimyejun@example.org,건강,중급,29,False,2025-01-03 22:19:41.314306
144,Explicabo laboriosam maxime iusto occaecati odio iure blanditiis perferendis nesciunt.?,"Aut sequi facere cum earum. Corrupti illo nisi eum placeat libero excepturi. Iste similique repellendus culpa quae voluptatibus eligendi. Tempore veniam rem ratione rerum ad.
Quod deserunt quis dolor ad nihil cumque. Architecto aperiam autem error optio unde perspiciatis. Sit error perferendis similique dolore. Voluptates cumque possimus voluptatem exercitationem.
Vitae molestias quia. Numquam adipisci quis quos esse. Alias iusto inventore ipsum esse animi mollitia eligendi.",고영길,junhyeog55@example.com,기술,초급,7,True,2025-05-24 04:45:26.095457
145,Et blanditiis itaque natus iusto quod debitis earum veniam quidem dignissimos.?,"Pariatur totam qui sapiente voluptatum voluptate. Voluptatibus harum nisi libero omnis quo quaerat. Illo commodi dolorum commodi labore error.
Officiis asperiores molestiae ipsam saepe eligendi non quo.
Quis neque tempora possimus ullam aliquam autem. Assumenda consequuntur aliquam ex reiciendis. Doloribus ad quidem commodi pariatur saepe.",서성훈,hyeonjeong40@example.net,건강,중급,41,True,2024-07-19 09:47:24.317237
146,Enim error laborum ipsa culpa impedit placeat itaque eius accusantium provident.?,"Cumque recusandae aut. Rerum id labore.
Culpa asperiores accusantium est expedita dignissimos. Necessitatibus eveniet laudantium numquam veniam ex quos corrupti.
Maxime quibusdam perferendis possimus dignissimos. Odio quos aut quidem ex.
Explicabo adipisci ex. In dolor adipisci repudiandae.
Rerum repellendus assumenda dolorem adipisci molestias. Animi esse dolorum omnis. Sint facere doloremque tempore esse.
Nemo delectus ipsa vero unde saepe beatae. Nostrum facilis occaecati fugiat.",곽상호,oeunji@example.net,기술,중급,86,True,2024-07-19 04:48:11.792972
147,Quos sed repellendus maxime pariatur accusantium quas voluptatum eius.?,"Quod quod facilis beatae sequi quaerat doloremque. Reprehenderit at maiores sed hic. Nisi itaque minus perspiciatis ipsam.
Voluptatum odit ipsam voluptate. Numquam dolorum iure esse delectus sed.
Sunt eum ex aliquam excepturi omnis pariatur.
Nobis alias cum ab. Sunt neque expedita culpa vel facere. Neque reiciendis autem.
Delectus vero nulla odit quae commodi at nobis. Iure odio maxime aperiam quae minus.",김우진,jia26@example.net,기술,고급,94,True,2025-01-31 17:38:07.038654
148,Cupiditate repudiandae soluta totam cupiditate rem rerum veniam.?,"Aliquid perspiciatis corporis deleniti suscipit corporis praesentium eos. Neque ea laboriosam itaque ea adipisci iure distinctio. Aliquam minus sint ut.
Soluta minus inventore eum itaque minima fugit. Dicta soluta neque doloremque. Atque est cumque odit dolore. Quos culpa enim quisquam.
Laborum delectus eos. Voluptatibus beatae illo. Voluptates nemo error vel voluptatem a occaecati aut.
Perspiciatis recusandae atque modi qui quia magni. Totam veniam corrupti quaerat tempora voluptatum.",서유진,jiweonyun@example.org,취업,중급,24,True,2025-03-31 00:04:05.404523
149,Quam ipsam officiis nostrum vitae nam modi.?,"Expedita beatae quam molestias autem voluptatum. Est consequuntur ullam vel neque.
Asperiores necessitatibus accusamus expedita inventore laboriosam maxime. Delectus non minima quo possimus.
Corporis tenetur possimus illo sequi. Itaque neque illo aut minima sed vero.
Sed molestias iusto doloribus incidunt perspiciatis. Molestiae minus officia commodi voluptatem accusantium repellat.
Doloremque cumque illum delectus numquam.",최준서,ii@example.org,취업,고급,66,True,2024-07-21 22:32:47.190814
150,Eos ut doloremque atque ipsum minima tempora omnis.?,"Eaque labore quia officiis mollitia repellat error. Delectus suscipit delectus nihil.
Placeat sint ipsa beatae. Rerum quae voluptatem fugiat eos.
Cum dolorem molestias quo nobis sapiente. Architecto nesciunt ullam occaecati molestiae non temporibus.
Nulla ipsa rem ad. Excepturi pariatur necessitatibus nulla. Modi pariatur nostrum reprehenderit similique fugiat reprehenderit.",박주원,seoyeon31@example.net,생활,중급,85,True,2024-12-26 21:38:31.887820
151,Nihil sunt ullam earum perferendis commodi.?,"Omnis voluptatibus soluta dolores sed libero.
Ducimus unde rem nostrum reprehenderit tenetur. Consectetur commodi fuga aspernatur cum.
Fugit repellat quisquam. Eum dignissimos optio. Cupiditate corporis occaecati hic quas.
Quasi nam illum commodi possimus ipsa quia. Fugit ipsa fugiat quae dolorem sit. Minus id debitis.
Voluptatibus necessitatibus aut. Ipsa debitis saepe vero odit labore.",강영일,gweonseoyeon@example.com,건강,고급,62,True,2024-06-06 09:29:10.774769
